claim,label,language,translated_claim,output,final_answer,correct,inconclusive
সুন্নি ওয়াকফ বোর্ড বিকল্প ৫ একর জমিতে বাবরী হাসপাতাল তৈরির সিদ্ধান্ত নিয়েছে,mostly false,bn,'The Sunni Waqf Board has decided to build the Babri Hospital on an alternative 5 acres of land.',Final Answer: True,true,False,False
এই ছবিতে ইন্দোনেশিয়ার জাভার স্থানীয় কর্তৃপক্ষের আদেশ অনুযায়ী শ্রমিকদের শহরের সকল করোনা ভাইরাস আক্রান্তের জন্য একটি করে কবর খনন করতে দেখা যায়,half true,bn,"'In this picture, workers are seen digging a grave for each COVID-19 victim in the city, according to the orders of the local authorities in Java, Indonesia.'",Final Answer: False,false,False,False
"मुख्यमंत्री शिवराज सिंह चौहान ने जनता से पूछा कि मुख्यमंत्री के रूप में शिवराज अच्छा या कमलनाथ, जनता ने एक स्वर में कहा कमलनाथ.",false,hi,"'Chief Minister Shivraj Singh Chouhan asked the public whether Shivraj is better as Chief Minister or Kamal Nath, and the public unanimously said Kamal Nath.'",Final Answer: False,false,True,False
রাস্তাটি গুজরাটের,half true,bn,The road belongs to Gujarat.,Final Answer: False,false,False,False
কলকাতার রাস্তায় ইস্কনের সাধুদের সঙ্গে মারামারির ভিডিও এটি।,mostly false,bn,'This is a video of a fight with ISKCON saints on the streets of Kolkata.',Final Answer: False,false,False,False
બ્રિટિશ એરવેઝ વિશ્વને અલવિદા કહી રહ્યો છે. છેલ્લા 70 વર્ષથી સૌથી વધુ નફો મેળવનારી એરલાઇન કંપની બન્ધ થઈ રહી છે જે માન્યામાં ન આવે તેવી વાત છે.,false,gu,'British Airways is saying goodbye to the world. It is unbelievable that the airline company that has made the most profit in the last 70 years is shutting down.',Final Answer: False,false,True,False
করোনা ভাইরাস সামাল দিতে চীন এই শুয়োরগুলোকে মেরে ফেলছে,half true,bn,"'To control the coronavirus, China is killing these pigs.'",Final Answer: False,false,False,False
"ভীমপুত্র ঘটোৎকচের কঙ্কাল উদ্ধার, উত্তর ভারতে।''",mostly false,bn,'Skeleton of Bhima's son Ghatotkacha recovered in North India.',Final Answer: False,false,False,False
जिहाद की ट्रेनिंग करती मुस्लिम महिला,mostly false,hi,'Muslim woman training for jihad.',Final Answer: False,false,False,False
"अमेजन प्राइम वीडियोज इंडिया ने वेब सीरीज ‘रसभरी’ से संबंधित एक ट्वीट करके कहा है कि अगर इसे 5000 लोग रीट्वीट कर दें, तो यह सीरीज डिलीट कर दी जाएगी.",mostly false,hi,"Amazon Prime Videos India tweeted regarding the web series 'Rasbhari' that if 5000 people retweet it, the series will be deleted.",Final Answer: False,false,False,False
लॉकडाउन के दौरान तस्वीर में दिख रहे लोगों के साथ पुलिस ने मारपीट की.,mostly false,hi,"'During the lockdown, the police assaulted the people shown in the picture.'",Final Answer: Half True,half true,False,False
प्रधानमंत्री मोदी के नाम पर बेंगलूरु में बनाई मोदी मस्जिद,false,hi,'A mosque named after Prime Minister Modi has been built in Bengaluru.',Final Answer: False,false,True,False
पुलवामा में हुए आतंकी हमले का सीसीटीवी फुटेज,false,hi,'CCTV footage of the terrorist attack that took place in Pulwama.',Final Answer: False,false,True,False
हाथरस प्रकरणातील नक्षली भाभी काॅंग्रेसची कार्यकर्ती,false,mr,'The Naxalite sister-in-law in the Hathras case is a Congress worker.',Final Answer: False,false,True,False
दिल्ली के झंडेवालान स्थित आरएसएस के कार्यालय से बरामद हुए हथियार.,mostly false,hi,"'Weapons recovered from the RSS office located in Jhandewalan, Delhi.'",Final Answer: False,false,False,False
এটি কৃষি বিলের বিরুদ্ধে হওয়া সাম্প্রতিক এক কৃষক প্রতিবাদের ছবি,half true,bn,'This is a recent image of a farmer protest against the agricultural bill.',Final Answer: Half True,half true,True,False
ਸੋਸ਼ਲ ਮੀਡੀਆ ਦੇ ਵੱਖ ਵੱਖ ਪਲੇਟਫਾਰਮਾਂ ਉੱਤੇ ਇੱਕ ਬਜ਼ੁਰਗ ਵਿਅਕਤੀ ਉੱਤੇ ਪਿਸਟਲ ਤਾਨੀ ਇੱਕ ਪੁਲਿਸ ਕਰਮੀ ਦੀ ਤਸਵੀਰ ਖੂਬ ਵਾਇਰਲ ਹੋ ਰਹੀ ਹੈ।,half true,pa,A picture of a police officer pointing a pistol at an elderly person is going viral on various social media platforms.,Final Answer: False,false,False,False
দিল্লিতে জামিয়া মিলিয়ার ইসলামিয়ার ছাত্রছাত্রীদের প্রতিবাদ চলাকালীন মহিলাদের বোরখার পরে ভাঙচুর করছিলো এই যুবকটি,false,bn,'This young man was vandalizing while women were wearing burqas during the protest of Jamia Millia Islamia students in Delhi.',Final Answer: False,false,True,False
जम्मू-कश्मीर के निलंबित डीएसपी देविंदर सिंह को जेल से रिहा कर दिया गया है.,half true,hi,"""Suspended DSP Devinder Singh from Jammu and Kashmir has been released from jail.""",Final Answer: True,true,False,False
बिकनी पहने हुए महिलाओं के साथ अमेरिका के राष्ट्रपति डोनाल्ड ट्रंप का वीडियो.,false,hi,'A video of U.S. President Donald Trump with women in bikinis.',Final Answer: False,false,True,False
ਵਾਇਰਲ ਹੋ ਰਹੀ ਪੋਸਟ ਦੇ ਵਿੱਚ ਤਿੰਨ ਤਸਵੀਰਾਂ ਦਾ ਇੱਕ ਕਲਾਜ ਹੈ ਅਤੇ ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਰਾਮਨਾਥ ਕੋਵਿੰਦ ਬੀਜੇਪੀ ਦੇ ਨੇਤਾਵਾਂ ਦੇ ਸਾਹਮਣੇ ਮਜ਼ਬੂਰ ਹਨ।,half true,pa,'The viral post contains a collage of three images and claims that Ram Nath Kovind is being forced in front of BJP leaders.',Final Answer: False,false,False,False
ইসলামের সন্ত্রাসবাদ নিয়ে ফ্রান্সের রাষ্ট্রপতি ম্যাক্রোঁর মন্তব্যকে কেন্দ্র করে ফুটবলার পল পোগবা সেদেশের হয়ে খেলা ছেড়ে দিয়েছেন,false,bn,'Footballer Paul Pogba has quit playing for France in response to President Macron's comments on Islamic terrorism.',Final Answer: False,false,True,False
"तस्वीर राजस्थान की है, जहां भूख के चलते गायों की मौत हुई.",mostly false,hi,"""The picture is from Rajasthan, where cows have died due to hunger.""",Final Answer: Half True,half true,False,False
"तस्वीर में दीपिका पादुकोण, रणवीर सिंह और सुशांत के करीबी दोस्त संदीप सिंह अंडरवर्ल्ड डॉन दाऊद इब्राहिम के साथ हैं.",mostly false,hi,"'In the picture, Deepika Padukone, Ranveer Singh, and Sandeep Singh, a close friend of Sushant, are with underworld don Dawood Ibrahim.'",Final Answer: False,false,False,False
This is a proper Queen move! Proud of Deepika Padukone! India needs to stop allowing the government to distract us from its utter and total failure.,false,gu,"""This is a proper Queen move! Proud of Deepika Padukone! India needs to stop allowing the government to distract us from its utter and total failure.""",Final Answer: Half True,half true,False,False
ड्रोन से नूडल्स की डिलिवरी का एक वीडियो जिसे असली बताया जा रहा है.,mostly false,hi,'A video of noodle delivery by drone that is being claimed to be real.',Final Answer: Mostly True,mostly true,False,False
तेजस्वी यादव कोरोना पीड़ितों का हवाई सर्वेक्षण करने दिल्ली से बिहार निकले हैं.,mostly false,hi,Tejashwi Yadav has left Delhi for Bihar to conduct an aerial survey of COVID-19 victims.,Final Answer: False,false,False,False
सीआरपीएफ जवान धर्मेंद्र नागरिकता संशोधन एक्ट के खिलाफ प्रदर्शन करने वालों का शिकार हो गए.,half true,hi,'CRPF soldier Dharmendra became a victim of those protesting against the Citizenship Amendment Act.',Final Answer: Mostly True,mostly true,False,False
एक आदमी ने एनआरसी और सीएए के विरोध में आत्महत्या की.,mostly false,hi,A man committed suicide in protest against the NRC and CAA.,Final Answer: True,true,False,False
